# sentences=861745 tokens=5965161 words=75749
word	count	sentences	left_contexts	right_contexts
不是死	10	10	9	10
不是没	91	91	62	66
不是没有	37	37	27	27
不是爱	10	10	8	10
不是特别	12	12	9	12
不是用	45	45	41	39
不是病	13	13	9	9
不是的	12	12	7	3
不是盖的	7	7	7	2
不是直接	5	5	5	5
不是真的	72	72	44	51
不是神	10	10	10	8
不是第一	11	11	9	7
不是粉	7	7	7	5
不是给	37	37	26	22
不是绝对	1	1	1	1
不是能	8	8	6	8
不是自己	30	30	23	17
不是被	74	74	57	66
不是要	90	90	65	83
不是让	9	9	9	5
不是让你	2	2	2	2
不是该	33	33	22	32
不是说	250	250	121	196
不是谁	7	7	7	5
不是跟	37	37	28	33
不是还	52	52	35	32
不是这	11	11	8	9
不是这个	6	6	6	6
不是这么	1	1	1	1
不是这样	50	49	45	31
不是那	10	10	8	9
不是那个	9	9	8	9
不是那么	2	2	2	2
不是那种	7	7	7	7
不是重点	52	52	52	22
不是长	15	15	13	11
不是问题	61	61	47	21
不是靠	25	25	22	25
不是黑	22	22	14	10
不显示	7	7	6	6
不晓得	33	33	30	31
不晓得是	6	6	6	6
不景气	17	17	9	15
不暖	3	3	2	2
不更新	14	14	9	13
不曾	27	27	22	23
不服	80	80	55	17
不服气	3	3	3	3
不服输	3	3	3	3
不朽	10	10	5	5
不杀	40	39	37	28
不来	272	272	135	141
不构成	3	3	3	3
不标	2	2	2	2
不标准	23	23	16	17
不欢	29	29	19	1
不止	31	31	18	28
不止一个	1	1	1	1
不止一次	1	1	1	1
不止有	2	2	2	2
不正	154	154	90	78
不正常	70	70	50	38
不正常的	13	13	11	11
不正是	1	1	1	1
不正确	33	33	11	20
不正确的	5	5	4	4
不正经	6	6	6	4
不歧视	4	4	3	4
不死	152	150	91	73
不死心	4	4	4	2
不比	49	49	42	39
不求	18	18	14	13
不油	5	5	5	5
不油腻	1	1	1	1
不治	14	14	11	5
不沾	24	24	17	12
不法	18	18	9	13
不注意	9	9	9	9
不注重	17	17	9	16
不流行	116	116	71	71
不济	5	5	2	5
不浪费	18	18	15	13
不涨	29	29	23	23
不深	3	3	3	3
不清	66	66	35	39
不清了	2	2	2	1
不清楚	61	61	45	34
不清楚了	3	3	3	1
不清楚的	4	4	3	4
不游	2	2	2	2
不滑	3	3	3	2
不满	80	80	59	53
不满意	11	11	9	10
不满足	15	15	13	8
不演	22	22	20	19
不火	1	1	1	1
不灭	19	19	11	9
不灵	17	17	10	10
不烂	17	17	14	13
不烂的	3	3	3	3
不烦	47	47	11	16
不烧	10	10	7	5
不然	1724	1721	737	1023
不然也	18	18	15	16
不然会	109	109	93	78
不然你	290	290	116	154
不然就	148	148	103	129
不然就是	93	93	62	89
不然我	61	61	44	50
不然的话	2	2	2	2
不熟	87	87	59	42
不熟悉	1	1	1	1
不爱	524	521	238	246
不爱吃	33	33	22	22
不爽	591	585	275	257
不爽的	51	51	33	26
不狠	1	1	1	1
不玩	96	96	62	66
不玩了	20	20	15	11
不玩游戏	10	10	7	9
不现实	5	5	4	4
不现实的	1	1	1	1
不理	168	164	107	91
不理想	5	5	4	5
不理解	3	3	2	3
不甘	21	21	18	14
不甘心	8	8	8	6
不甜	16	16	14	9
不生	76	75	43	31
不生气	14	14	13	6
不用	2897	2861	1479	1331
不用买	29	29	25	26
不用了	13	13	11	9
不用他	2	2	2	2
不用做	12	12	10	10
不用再	36	36	30	33
不用去	29	29	25	25
不用多	60	60	13	12
不用多说	5	5	5	3
不用心	1	1	1	1
不用怀疑	7	7	5	6
不用怕	38	38	32	25
不用想	72	72	42	30
不用愁	3	3	3	2
不用担心	139	139	85	66
不用排队	11	11	11	7
不用提	3	3	3	3
不用的	15	15	13	8
不用看	45	45	34	31
不用管	22	22	14	21
不用考	24	24	18	18
不用考虑	7	7	7	6
不用自己	12	12	12	11
不用说	48	48	27	36
不用说了	4	4	2	4
不用这么	7	7	7	7
不由	3	3	3	3
不由自主	5	5	4	4
不画	10	10	10	8
不畏	4	4	3	3
不留	40	39	30	30
不疯	8	8	7	5
不疼	4	4	4	4
不疼了	1	1	1	1
不痛	17	17	15	12
不痛不痒	12	12	12	6
不瘦	5	5	4	5
不盖	40	40	31	32
不直接	63	63	47	50
不相上下	3	3	3	3
不相信	54	53	31	46
不相信他	1	1	1	1
不相信我	4	4	4	4
不相信的	1	1	1	1
不相关	3	3	3	3
不相关的	5	5	5	4
不相同	1	1	1	1
不相干的	6	6	6	5
不看	276	273	192	190
不看好	5	5	4	5
不真实	7	7	6	4
不眨	2	2	2	1
不睡	88	88	48	46
不睡觉	168	167	65	80
不瞒	4	4	1	2
不知	373	373	260	209
不知不觉	37	36	25	29
不知为何	13	13	12	11
不知何时	2	2	2	2
不知你	2	2	2	2
不知其	2	2	2	2
不知名	15	15	13	14
不知名的	10	10	10	10
不知如何	5	5	5	5
不知怎么	5	5	5	5
不知情	5	5	5	4
不知情的	4	4	3	4
不知所云	16	16	14	10
不知所措	5	5	5	3
不知是	24	24	18	18
不知道	2095	2089	1037	1041
不知道为	144	143	85	15
不知道了	10	10	9	2
不知道他	36	36	23	25
不知道你	40	40	23	30
不知道在	211	211	161	97
不知道我	14	14	11	14
不知道是	149	149	115	73
不知道的	33	33	29	23
不知道该	26	26	22	19
不知道说	4	4	2	2
不知道谁	23	23	20	21
不知道这	37	37	22	27
不破	15	14	12	8
不确定	30	30	23	21
不确定性	2	2	2	2
不确定的	4	4	4	4
不碰	12	12	11	11
不礼貌	16	16	14	8
不祥	2	2	2	2
不禁	30	30	24	19
不离	25	25	22	15
不离不弃	19	19	14	9
不科学	15	15	12	11
不科学的	2	2	2	2
不稀奇	6	6	6	4
不稳	57	56	40	35
不稳定	14	13	14	10
不稳定的	3	3	3	3
不穿	163	162	90	68
不端	1	1	1	1
不符	50	50	32	27
不符合	35	35	25	32
不等	18	18	14	15
不等于	64	64	55	54
不等式	4	4	4	2
不答应	4	4	4	4
不签	13	13	9	12
不简单	24	24	23	9
不算	415	415	263	258
不算什么	9	9	8	5
不算多	3	3	3	3
不算大	1	1	1	1
不算太	14	14	11	10
不算好	7	7	7	7
不算小	3	3	3	3
不算少	5	5	5	5
不算是	17	17	14	17
不算难	2	2	2	2
不算高	1	1	1	1
不管	376	373	188	237
不管了	2	2	2	2
不管什么	27	27	16	27
不管他	4	4	4	4
不管你	35	35	14	29
不管在	4	4	4	4
不管她	1	1	1	1
不管如何	2	2	1	2
不管怎么	13	13	8	13
不管怎样	47	47	23	39
不管我	3	3	3	3
不管是	51	51	22	36
不管是在	1	1	1	1
不管用	12	12	10	10
不精	11	11	9	8
不糙	1	1	1	1
不紧张	5	5	3	5
不累	38	36	26	11
不红	231	231	123	69
不约	14	14	11	13
不约而同	1	1	1	1
不纳	2	2	2	1
不练	23	23	19	19
不经	9	9	9	6
不经意	2	2	2	2
不经意的	3	3	3	3
不经过	2	2	2	1
不结婚	59	59	30	39
不给	287	284	202	183
不给他	10	10	7	9
不给你	16	16	16	15
不给力	4	4	4	4
不给我	17	17	12	15
不给钱	28	28	20	20
不绝	18	18	9	8
不统一	13	13	12	9
不缺	57	57	37	44
不缺钱	20	20	13	14
不羁	5	5	3	2
不美	9	9	6	9
不群	1	1	1	1
不老	27	27	18	18
不考	39	39	29	34
不考虑	51	51	34	47
不耐	28	28	17	16
不耐烦	9	9	8	7
不耐烦了	1	1	1	1
不耽误	1	1	1	1
不聊	5	5	4	5
不聊了	1	1	1	1
不肯	81	81	70	64
不育	2	2	1	2
不背	6	6	6	6
不胖	37	37	13	19
不胜	10	10	7	6
不能	1806	1794	1048	900
不能一	19	19	18	11
不能一直	2	2	2	2
不能上	52	52	42	31
不能下	11	11	9	6
不能为	3	3	3	3
不能买	18	18	17	13
不能代表	3	3	2	3
不能以	4	4	4	3
不能低于	1	1	1	1
不能作	3	3	2	3
不能使用	7	7	7	7
不能做	17	17	16	13
不能做到	1	1	1	1
不能再	111	110	63	46
不能出	28	28	24	13
不能刷	9	9	9	7
不能加	18	18	17	11
不能动	16	16	15	12
不能去	43	41	34	34
不能发	29	29	24	18
不能叫	16	16	16	15
不能吃	112	111	87	70
不能否认	2	2	2	2
不能喝	24	24	19	18
不能回	14	14	13	10
不能因为	2	2	1	2
不能在	33	33	30	25
不能多	8	8	7	6
不能多吃	1	1	1	1
不能够	7	7	7	6
不能太	20	19	20	20
不能完全	3	3	3	3
不能对	3	3	2	3
不能少	7	7	6	4
不能帮	7	7	7	6
不能平	4	4	3	3
不能忍	7	7	6	3
不能忍受	6	6	6	6
不能怪	8	8	8	8
不能想	3	3	3	3
不能打	41	40	34	29
不能找	3	3	3	3
不能报	4	4	4	4
不能拿	24	24	22	17
不能按	3	3	3	3
不能换	12	12	12	9
不能接	3	3	3	3
不能接受	52	52	42	39
不能控制	2	2	2	2
不能提	5	5	5	4
不能搞	1	1	1	1
不能改	11	11	11	10
不能改变	3	3	3	3
不能是	10	10	8	10
不能有	23	23	19	20
不能比	27	27	25	13
不能理解	10	10	8	8
不能用	94	94	77	71
不能用了	3	3	3	1
不能的	4	4	4	4
不能直接	5	5	5	5
不能看	30	30	28	21
不能离	2	2	2	2
不能离开	2	2	2	2
不能穿	25	25	18	16
不能等	8	8	5	5
不能算	24	24	21	19
不能给	12	12	11	11
不能继续	2	2	2	2
不能自己	12	12	10	11
不能自理	3	3	1	2
不能被	15	15	14	14
不能解决	32	32	12	9
不能让	16	16	11	16
不能让他	1	1	1	1
不能证明	2	2	2	2
不能说	125	123	82	81
不能说的	60	60	38	17
不能走	7	7	7	6
不能超过	11	11	9	9
不能跟	38	38	26	33
不能进入	2	2	2	2
不能选	12	12	12	9
不能随便	17	17	14	17
不能随意	2	2	2	2
不脆	1	1	1	1
不脏	6	6	3	6
不腻	85	85	31	25
不自信	1	1	1	1
不自在	6	6	5	4
不自然	10	10	8	8
不自然的	4	4	4	4
不自由	13	13	13	10
不自知	6	6	6	4
不自觉	17	17	9	16
不自觉地	1	1	1	1
不自觉的	6	6	4	6
不至于	12	12	12	12
不致	4	4	4	3
不舍	16	16	12	11
不舍得	4	4	4	4
不舒服	118	118	70	49
不良	60	60	39	33
不良反应	1	1	1	1
不良影响	5	5	4	3
不良资产	1	1	1	1
不花	5	5	5	5
不花钱	28	28	22	23
不菲	1	1	1	1
不落下风	1	1	1	1
不落的	1	1	1	1
不藏	2	2	2	1
不行	753	753	405	223
不行了	51	51	28	12
不行吗	116	116	111	7
不行啊	17	17	10	12
不行就	10	10	10	10
不行的	55	55	30	37
不被	144	144	113	98
不装	27	27	20	26
不要	2632	2610	1080	1237
不要不	173	171	83	15
不要买	54	54	29	44
不要乱	155	154	88	98
不要了	4	4	4	3
不要以为	39	39	22	31
不要使用	1	1	1	1
不要做	54	54	23	34
不要停	21	20	14	8
不要像	14	14	12	12
不要再	318	313	157	191
不要写	7	7	7	7
不要加	17	17	13	11
不要去	189	189	107	148
不要发	41	41	27	27
不要吃	84	84	45	63
不要命	5	5	4	3
不要和	1	1	1	1
不要因为	4	4	3	4
不要在	84	84	53	60
不要在意	6	6	5	6
不要太	77	77	60	59
不要太多	1	1	1	1
不要太过	2	2	2	2
不要太高	5	5	5	4
不要学	27	27	19	22
不要害怕	1	1	1	1
不要对	15	15	9	15
不要小看	13	13	4	13
不要带	14	14	11	12
不要开	47	47	29	29
不要忘	1	1	1	1
不要忘了	4	4	4	4
不要忘记	7	7	1	7
不要怕	13	13	9	12
不要急	5	5	5	2
不要总是	1	1	1	1
不要想	51	51	34	24
不要慌	2	2	2	2
不要我	6	6	5	5
不要找	10	10	9	8
不要把	57	57	30	54
不要抱	3	3	3	3
不要担心	7	7	4	6
不要拿	66	66	34	54
不要指望	1	1	1	1
不要提	7	7	5	7
不要放弃	11	11	9	10
不要是	4	4	4	4
不要有	23	23	19	23
不要来	41	41	32	29
不要求	13	13	8	13
不要浪费	64	64	40	33
不要点	19	19	14	14
不要犹豫	1	1	1	1
不要生	12	12	11	7
不要用	61	61	35	54
不要的	45	44	29	30
不要盲目	2	2	2	2
不要相信	5	5	5	5
不要看	52	52	33	44
不要穿	24	24	14	19
不要等	5	5	5	5
不要管	12	12	9	12
不要紧	8	8	6	7
不要紧张	7	7	4	5
不要纠结	1	1	1	1
不要给	32	32	21	24
不要老	5	5	4	4
不要考	4	4	3	3
不要脸	38	38	32	21
不要脸的	15	15	10	13
不要被	57	57	36	46
不要觉得	1	1	1	1
不要认为	4	4	4	4
不要让	59	59	35	48
不要讲	31	31	19	26
不要误	24	24	2	3
不要说	128	128	60	101
不要谈	4	4	1	1
不要超过	4	4	4	4
不要跟	74	74	44	62
不要跟我	24	24	15	10
不要轻易	5	5	5	4
不要过度	2	2	2	2
不要这	63	63	34	4
不要选	11	11	10	11
不要那	21	21	14	2
不要钱	3	3	3	3
不要错过	2	2	2	2
不要问	94	94	30	49
不要问我	18	18	13	13
不要随便	18	18	13	17
不要随意	1	1	1	1
不见	179	179	120	97
不见了	158	158	123	25
不见得	46	46	42	38
不见的	48	48	38	28
不规则	4	4	4	4
不规律	1	1	1	1
不觉	18	18	12	15
不觉得	191	191	109	149
不解	26	26	21	11
不解决	8	8	8	8
不解释	10	10	10	5
不言	1	1	1	1
不计	14	14	11	12
不计较	13	13	7	13
不认	40	40	29	22
不认为	10	10	8	10
不认可	2	2	2	2
不认同	15	13	12	14
不认真	26	26	22	22
不认识	106	105	63	65
不认识的	70	70	37	36
不讨厌	33	33	21	29
不讨喜	5	5	5	3
不讨论	11	11	10	9
不让	132	132	97	86
不让人	25	25	19	22
不让他	11	11	9	8
不让你	23	22	19	19
不让我	49	49	31	39
不让自己	2	2	2	2
不记得	12	12	10	12
不记得了	1	1	1	1
不讲	102	102	80	68
不讲究	2	2	1	1
不讲道理	3	3	3	3
不许	17	17	11	14
不论	50	48	31	38
不论是	2	2	2	2
不设	36	36	28	23
不识字	15	15	10	11
不该	243	243	122	170
不该是	3	3	3	3
不详	1	1	1	1
不误	8	8	7	4
不说	274	274	151	180
不说了	25	25	18	17
不说我	7	7	5	7
不说话	39	39	25	18
不请自来	3	3	3	3
不读	59	59	43	24
不读书	73	72	30	32
不谈	20	20	18	16
不谢	5	5	5	3
不负	2	1	2	2
不负众望	1	1	1	1
不负责	18	18	13	14
不负责任	13	13	13	11
不败	20	20	14	15
不贴	19	19	11	16
不贵	32	31	22	27
不赔	9	9	9	7
不赖	10	10	9	6
不赚钱	22	22	14	12
不赞	4	4	2	2
不赞同	1	1	1	1
不赞成	9	9	8	9
不走	75	75	49	40
不赶	16	16	14	8
不起	387	387	143	182
不起啊	3	3	3	2
不起来	339	338	112	98
不起眼	3	3	2	1
不起眼的	4	4	4	4
不超过	23	23	23	20
不足	127	127	93	85
不足为	3	3	3	2
不足以	1	1	1	1
不足的	29	29	25	20
不跑	16	16	16	15
不跟	156	155	110	114
不躲	2	2	2	2
不轨	6	6	4	6
不转	20	20	20	14
不软	2	2	2	2
不轻	8	8	7	5
不轻易	2	2	2	2
不输	57	57	51	50
不辣	51	51	8	37
不辣的	7	7	4	5
不过	1403	1401	628	1002
不过三	25	25	8	9
不过不是	7	7	7	7
不过也是	8	8	8	8
不过人	19	19	15	15
不过人家	5	5	4	5
不过今天	4	4	3	4
不过他	52	52	33	37
不过你	61	61	41	51
不过关	1	1	1	1
不过分	3	3	3	3
不过去	22	22	20	17
不过可以	4	4	4	4
不过因为	6	6	3	6
不过在	16	16	6	13
不过大	18	18	13	13
不过她	11	11	7	11
不过好像	4	4	4	4
不过如此	3	3	3	2
不过就	27	27	19	25
不过就是	16	16	7	14
不过年	4	4	4	2
不过应该	17	17	14	16
不过当时	3	3	3	3
不过很	26	26	21	19
不过很快	1	1	1	1
不过我	159	159	92	111
不过我们	2	2	2	2
不过我想	11	11	7	11
不过时	3	3	3	3
不过是	61	61	48	59
不过是个	7	7	5	7
不过最近	8	8	6	8
不过有	50	50	36	39
不过来	10	10	8	9
不过现在	42	42	23	39
不过瘾	1	1	1	1
不过看	20	20	12	15
不过确实	3	3	2	3
不过要	41	41	25	37
不过觉得	5	5	5	5
不过话	8	8	3	3
不过还好	5	5	5	5
不过还是	41	41	33	38
不过这个	6	6	5	6
不过这些	4	4	2	4
不过那	28	28	19	19
不过里面	2	2	1	2
不运动	39	38	26	27
不还	51	51	28	29
不还是	1	1	1	1
不进去	57	56	29	27
不进行	1	1	1	1
不远	18	18	15	5
不远了	3	3	2	1
不远处	2	2	2	2
不迟	2	2	2	2
不追求	1	1	1	1
不退	20	20	19	13
不送	16	16	11	10
不适	30	29	26	18
不适合	173	171	121	125
不适合你	5	5	5	2
不适合我	2	2	2	1
不适应	10	10	10	7
不适感	2	2	2	2
不适用	33	33	26	24
不适用于	2	2	2	2
不选	75	73	56	63
不选择	8	8	8	7
不透	17	17	13	16
不透明	6	6	6	5
不通	45	45	35	26
不遂	6	6	1	5
不遑	1	1	1	1
不道德	4	4	4	3
不道德的	3	3	3	2
不遗余力	6	6	6	3
不遵守	11	11	9	9
不邀	3	3	3	3
不那么	9	9	9	9
不都	133	133	106	91
不都是	30	30	21	29
不配	36	36	29	31
不配合	7	7	5	7
不重	25	25	20	23
不重复	1	1	1	1
不重要	234	231	137	110
不重要的	15	15	12	11
不重视	45	44	28	38
不锈钢	18	18	8	10
不错	1012	1003	564	338
不错了	81	81	35	31
不错吃	49	49	42	17
不错哈	1	1	1	1
不错啦	16	16	14	12
不错的	107	107	75	73
不错看	34	34	28	15
不间断	8	8	6	8
不间断的	2	2	2	2
不防	6	6	6	6
不限	31	31	27	27
不限制	4	4	4	4
不难	135	134	113	68
不难理解	3	3	3	3
不需	23	23	17	18
不需要	294	294	208	242
不需要人	4	4	4	3
不需要你	9	7	7	7
不需要用	8	8	8	6
不需要的	1	1	1	1
不露	38	38	20	15
不靠	63	63	48	48
不靠谱	1	1	1	1
不顺	36	36	28	21
不顺利	4	4	4	3
不顺眼	24	24	12	13
不须	17	16	14	14
不顾	17	17	17	15
不顾一切	4	4	2	2
不饶	8	8	2	3
不饿	7	7	6	6
不香	3	3	3	3
不骂	15	15	11	14
不骗	122	122	13	24
不高	181	180	90	62
不高兴	17	17	12	9
不高兴的	2	2	2	1
不鸟	36	36	21	23
不黑	10	10	9	7
不齐	5	5	4	5
不齿	4	4	4	1
与	2277	2246	1374	1409
与专业	3	3	3	3
与世界	1	1	1	1
与世隔绝	4	4	4	2
与中国	30	30	25	26
与之前	1	1	1	1
与之相	1	1	1	1
与人	32	32	32	25
与人类	5	5	5	4
与他	22	22	22	10
与他人	1	1	1	1
与他们	19	19	12	2
与企业	1	1	1	1
与众不同	10	10	10	5
与会	2	2	2	2
与传统	1	1	1	1
与你	26	26	21	15
与公司	1	1	1	1
与其	63	63	13	54
与其他	6	6	5	5
与其他人	1	1	1	1
与其说	19	19	4	19
与其说是	8	8	2	8
与分析	1	1	1	1
与历史	1	1	1	1
与发展	1	1	1	1
与君	2	2	2	2
与否	32	31	27	23
与国家	3	3	3	3
与她	8	8	8	6
与学生	3	3	3	3
与它	3	3	2	1
与实际	3	3	3	3
与当时	1	1	1	1
与您	1	1	1	1
与我	16	14	12	11
与日俱增	1	1	1	1
与日本	14	14	11	13
与时俱进	4	4	4	4
与朋友	2	2	2	2
与游戏	1	1	1	1
与父亲	2	2	2	2
与现代	1	1	1	1
与现在	3	3	3	2
与现实	13	13	10	12
与生俱来	7	7	6	6
与生活	5	5	5	5
与电影	2	2	2	2
与目标	3	3	3	2
与社会	6	6	6	4
与美国	10	10	9	10
与能力	4	4	4	4
与自己	4	4	4	4
与自然	2	2	2	2
与英国	2	2	2	2
与该	1	1	1	1
与过去	3	3	3	3
与非	4	4	4	4
与音乐	2	2	2	2
丐	17	15	6	12
丐帮	24	24	17	13
丑	1500	1447	478	542
丑事	4	4	4	3
丑人	50	49	26	29
丑化	29	29	22	23
丑女	112	110	67	80
丑恶	7	7	6	6
丑的	227	225	112	141
丑闻	26	26	26	19
丑陋	23	23	19	16
专	1020	996	428	316
专一	5	5	5	5
专业	513	504	287	278
专业一	8	8	6	2
专业了	12	12	7	10
专业人	4	4	4	4
专业人员	4	4	4	4
专业人士	17	17	16	13
专业人才	5	5	5	4
专业分	1	1	1	1
专业化	1	1	1	1
专业医生	2	2	2	2
专业名	2	2	2	2
专业名词	1	1	1	1
专业团队	3	3	3	3
专业度	10	10	8	10
专业性	5	4	5	5
专业户	1	1	1	1
专业技术	4	4	3	4
专业技能	7	7	7	6
专业投资	2	2	2	2
专业是	35	35	9	11
专业术语	1	1	1	1
专业版	3	3	3	3
专业的	140	139	94	91
专业知识	7	7	6	7
专业科目	5	5	5	5
专业程度	2	2	2	2
专业考试	1	1	1	1
专业能力	7	7	4	4
专业角度	1	1	1	1
专业训练	5	5	5	5
专业课程	1	1	1	1
专业领域	9	9	9	7
专为	4	4	4	4
专人	33	33	25	25
专供	1	1	1	1
专做	10	10	9	10
专利	51	50	38	36
专利技术	1	1	1	1
专利权	3	3	3	3
专制	43	43	33	29
专区	72	70	31	48
专卖	26	26	23	26
专卖店	23	23	21	15
专员	22	22	19	20
专四	2	2	2	2
专家	253	248	167	144
专家们	2	2	2	2
专家学者	4	4	4	4
专家的	26	26	21	10
专属	74	72	53	68
专属的	16	16	14	15
专心	129	129	96	83
专拍	3	3	3	3
专攻	14	14	10	13
专有	11	11	7	11
专有名词	13	13	11	12
专柜	36	36	28	27
专栏	18	18	13	14
专治	11	11	9	5
专注	36	36	27	32
专注于	2	2	2	2
专注力	8	8	8	6
专用	151	148	100	77
专用的	23	23	20	23
专研	3	3	3	3
专科	33	32	27	30
专科生	1	1	1	1
专管	2	2	2	2
专精	24	24	23	22
专线	30	30	23	19
专职	26	26	21	22
专营	3	3	3	3
专访	16	16	15	11
专车	23	23	15	17
专辑	274	271	127	160
专辑封面	2	2	2	2
专辑里	3	3	3	3
专送	2	2	2	2
专长	147	137	75	81
专门	258	257	180	184
专门为	2	2	2	2
专门去	5	5	5	5
专门学	4	4	4	1
专门的	12	12	12	12
专门负责	1	1	1	1
专门针对	3	3	3	3
专项	1	1	1	1
专题	89	88	53	55
且	161	159	137	152
且不	27	27	24	23
且为	2	2	2	2
且听	1	1	1	1
且对	1	1	1	1
且无	2	2	2	2
且有	5	5	5	5
且没有	2	2	2	2
且看	1	1	1	1
丕	40	40	3	22
世	805	796	254	249
世上	54	54	29	38
世上最	16	16	9	12
世世代代	7	7	7	5
世事	5	5	2	2
世人	34	33	19	27
世代	200	197	106	120
世俗	11	11	11	8
世俗的	3	3	3	3
世勋	2	2	2	2
世外桃源	2	2	2	1
世子	2	2	2	2
世家	58	57	22	36
世态	1	1	1	1
世界	1583	1570	605	715
世界一流	1	1	1	1
世界上	228	228	72	130
世界上最	96	96	29	65
世界中	38	38	9	10
世界主	4	4	4	3
世界了	19	19	14	7
世界人	15	15	10	7
世界会	66	66	55	35
世界冠军	28	28	22	22
世界前	26	26	20	18
世界变	7	7	6	6
世界史	10	10	8	7
世界各国	38	38	21	30
世界各地	18	18	12	14
世界和平	18	18	15	11
世界在	4	4	4	4
世界地图	7	7	6	7
世界大	14	14	11	7
世界大学	11	11	5	5
世界大战	111	111	42	64
世界大赛	30	30	25	21
世界尽头	2	2	1	1
世界巡回	5	5	5	2
世界排名	35	35	27	26
世界文	6	6	6	3
世界是	40	40	27	30
世界最大	12	12	6	11
世界最高	7	7	6	6
世界末日	101	100	54	61
世界杯	38	38	24	25
世界游	2	2	2	1
世界的	155	154	99	100
世界真	6	6	5	3
世界第一	118	118	88	54
世界第三	7	7	6	5
世界第二	22	22	21	17
世界级	17	16	15	17
世界级的	6	6	6	6
世界纪录	25	25	11	11
世界经济	5	5	4	4
世界观	36	36	22	25
世界货币	1	1	1	1
世界里	31	31	22	20
世界银行	1	1	1	1
世界顶尖	4	4	3	4
世界顶级	1	1	1	1
世界首富	4	4	4	4
世相	1	1	1	1
世系	1	1	1	1
世纪	431	417	143	163
世纪中期	1	1	1	1
世纪初	1	1	1	1
世良	2	2	2	2
世袭	15	15	14	10
世锦赛	4	4	4	4
世间	19	19	13	13
世雄	9	9	4	8
世面	12	12	5	11
丘	159	158	46	86
丘陵	3	3	2	2
丙	61	55	28	26
业	2112	2067	563	756
业主	11	11	11	11
业余	40	39	29	36
业余时间	1	1	1	1
业余的	1	1	1	1
业内	6	6	6	5
业务	416	406	231	252
业务人员	1	1	1	1
业务员	31	31	22	24
业务流	1	1	1	1
业务相关	2	2	2	2
业务能力	2	2	2	2
业务范围	1	1	1	1
业务部门	1	1	1	1
业务量	1	1	1	1
业务需求	1	1	1	1
业已	1	1	1	1
业界	85	83	66	76
业绩	175	175	117	97
业绩比	1	1	1	1
业者	349	348	118	233
丛	19	18	11	15
丛林	20	20	18	11
丛生	4	4	2	3
东	2182	2096	525	808
东东	59	57	28	31
东云	5	5	3	4
东亚	263	259	125	162
东京	481	474	194	272
东京大学	13	13	8	12
东京的	29	29	17	28
东侧	1	1	1	1
东信	1	1	1	1
东元	6	6	4	6
东兴	16	15	11	13
东军	5	5	5	5
东出	4	4	4	4
东北	106	106	66	57
东北人	5	5	5	5
东北军	1	1	1	1
东北地区	1	1	1	1
东北大	8	8	7	5
东北大学	1	1	1	1
东北话	3	3	2	3
东华	43	42	24	31
东南	48	48	32	28
东南亚	561	554	257	326
东南亚国	45	45	27	8
东南沿海	6	6	6	6
东原	1	1	1	1
东去	4	4	3	4
东台	14	14	10	6
东向西	1	1	1	1
东吴	172	168	79	106
东周	2	2	2	2
东哥	9	9	6	9
东园	1	1	1	1
东国	5	5	5	5
东坡	22	21	10	12
东城	46	44	12	35
东墙	5	4	3	3
东大	103	96	52	60
东奥	1	1	1	1
东宫	1	1	1	1
东家	9	9	7	9
东山	52	50	21	15
东山再起	12	12	11	6
东岸	3	3	3	3
东巴	25	25	14	19
东征	10	10	3	8
东德	15	15	11	14
东方	248	240	115	154
东方不败	45	45	24	35
东方人	40	40	20	38
东方文化	1	1	1	1
东日本	1	1	1	1
东明	2	2	2	2
东星	18	18	10	16
东桥	1	1	1	1
东森	135	134	53	66
东欧	77	77	49	58
东汉	12	12	9	11
东汉末年	7	7	5	6
东泰	1	1	1	1
东海	148	146	67	97
东王	1	1	1	1
东科	1	1	1	1
东立	1	1	1	1
东线	1	1	1	1
东联	1	1	1	1
东芝	15	15	11	13
东莞	4	4	4	4
东西	2827	2809	945	1108
东西一	29	29	17	11
东西不错	3	3	3	3
东西也	27	27	22	21
东西了	41	41	28	16
东西会	56	56	35	51
东西吗	115	115	66	4
东西吧	24	24	19	5
东西呢	4	4	4	1
东西在	23	23	21	21
东西多	3	3	3	3
东西太多	9	9	7	7
东西好	25	25	17	14
东西好吃	9	9	9	5
东西就	54	54	34	42
东西放	14	14	12	14
东西是	147	147	66	76
东西有	36	36	30	27
东西来	14	14	11	12
东西的	166	165	116	66
东西给	22	22	16	19
东西走	3	3	3	2
东西这	7	7	6	2
东西都	92	92	63	76
东西都是	12	12	8	12
东财	1	1	1	1
东走	2	2	1	2
东边	21	21	17	16
东连	2	2	1	2
东邪	4	4	2	4
东邪西毒	8	8	3	2
东部地区	2	2	2	2
东铁	3	3	3	3
东门	19	18	12	16
东阳	7	7	2	6
东面	1	1	1	1
东风	35	34	20	26
东魏	2	2	2	2
丝	662	648	153	303
丝丝	8	8	7	5
丝毫	3	3	3	3
丝毫不	3	3	3	3
丝滑	2	2	1	1
丝瓜	20	20	14	17
丝绸	1	1	1	1
丝绸之路	2	2	2	2
丝袜	301	297	94	169
丞	52	52	6	9
丞相	20	20	9	16
丢	1118	1068	544	505
丢下	49	49	46	26
丢了	63	62	52	37
丢人	144	142	81	18
丢到	211	210	136	140
丢在	55	55	42	48
丢失	2	2	2	2
丢失了	1	1	1	1
丢弃	10	10	10	8
丢掉	135	134	105	78
