# sentences=92558 tokens=745571 words=26623
word	count	sentences	left_contexts	right_contexts
刚出道	2	2	2	2
刚刚	46	46	27	26
刚刚在	3	3	3	2
刚刚好	21	21	11	16
刚到	1	1	1	1
刚去	20	20	16	8
刚在	1	1	1	1
刚好	14	14	10	10
刚好在	1	1	1	1
刚好有	1	1	1	1
刚开	1	1	1	1
刚开始看	2	2	2	2
刚想	1	1	1	1
刚成立	1	1	1	1
刚才	20	20	16	12
刚才的	1	1	1	1
刚才说	10	10	8	5
刚才还	1	1	1	1
刚才那	1	1	1	1
刚才那个	1	1	1	1
刚毕业	1	1	1	1
刚看了	1	1	1	1
刚看完	1	1	1	1
刚被	1	1	1	1
刚起步	1	1	1	1
创	17	17	9	8
创下	9	9	5	5
创下了	4	4	3	1
创世	5	5	2	2
创业	5	5	3	3
创业的	1	1	1	1
创作	175	172	89	51
创作了	6	6	4	5
创作人	38	38	11	19
创作出	9	9	7	6
创作的	121	121	48	31
创作者	36	36	6	17
创办	91	91	43	12
创办了	10	10	4	5
创始	7	6	5	6
创始人	45	45	18	11
创建	56	56	33	12
创建了	1	1	1	1
创建于	6	6	4	1
创意	22	22	7	8
创新	7	7	6	5
创校	1	1	1	1
创立	24	23	17	11
创立了	6	6	5	4
创立于	5	5	3	1
创造	6	6	6	6
创造了	2	2	2	2
创造出	3	3	3	3
创造力	4	4	1	1
创造奇迹	2	2	2	1
初	38	37	22	18
初一	20	20	2	2
初中时	2	2	2	2
初二	17	17	1	3
初代	1	1	1	1
初入	1	1	1	1
初到	3	3	2	2
初四	3	3	1	1
初年	1	1	1	1
初恋	4	4	3	3
初期	1	1	1	1
删减	2	2	2	1
删改	2	2	2	2
删除	1	1	1	1
判官	2	2	1	2
利	280	272	52	96
利亚	30	30	14	12
利亚州	3	3	1	1
利奥	4	4	3	3
利物浦	4	4	2	2
利用	3	3	3	3
利用自己	2	2	1	1
别	75	74	35	38
别买	2	2	2	2
别人	20	20	20	18
别人家的	1	1	1	1
别人推荐	2	2	2	2
别人说	2	2	1	2
别人都	2	2	2	2
别光	1	1	1	1
别具一格	5	5	2	4
别再	7	7	4	1
别动	1	1	1	1
别去	3	3	3	3
别名	137	136	52	51
别在	2	2	2	2
别地	1	1	1	1
别墅	7	7	1	6
别处	3	3	2	2
别太	1	1	1	1
别府	3	3	1	2
别忘了	4	4	4	4
别急	3	3	1	3
别想了	1	1	1	1
别扭	1	1	1	1
别找	8	8	4	3
别把	1	1	1	1
别拉	1	1	1	1
别提	3	3	3	2
别的	404	404	70	77
别的人	2	2	2	2
别的什么	10	10	5	8
别的办法	5	5	1	1
别的国家	1	1	1	1
别的地方	14	14	8	10
别的行业	1	1	1	1
别看	32	32	15	22
别着急	1	1	1	1
别称	4	4	3	3
别让	2	2	2	2
别说	6	6	5	6
别走	6	6	2	6
别问	1	1	1	1
别问我	1	1	1	1
刮目相看	4	4	3	3
到	295	287	138	124
到一个	1	1	1	1
到世界	11	11	1	1
到中国	1	1	1	1
到了	47	46	30	29
到了这里	1	1	1	1
到今天	2	2	2	2
到他	3	3	3	3
到他们	1	1	1	1
到位	14	14	11	6
到位了	1	1	1	1
到你	12	12	6	6
到几点	22	22	4	6
到北京	2	2	2	2
到台湾	6	6	2	1
到后	11	11	2	1
到后来	1	1	1	1
到吗	1	1	1	1
到呀	4	4	1	1
到哪	5	5	4	5
到哪儿	1	1	1	1
到哪里	2	2	2	2
到国外	1	1	1	1
到处	1	1	1	1
到处是	1	1	1	1
到大自然	1	1	1	1
到她	4	4	3	1
到家	1	1	1	1
到底	6	6	6	5
到底是	16	16	9	10
到底是谁	1	1	1	1
到底该	3	3	3	3
到当时	1	1	1	1
到我	4	4	4	4
到我了	1	1	1	1
到我家	1	1	1	1
到手	3	3	2	3
到手机	1	1	1	1
到时	3	3	3	3
到时候	19	19	14	18
到时候你	1	1	1	1
到时候再	4	4	2	3
到时候我	5	5	5	3
到晚上	1	1	1	1
到最后	2	2	2	2
到来	2	2	2	2
到欧洲	1	1	1	1
到此	10	10	3	3
到此为止	1	1	1	1
到现在	22	22	15	18
到现在也	5	5	4	5
到现在的	1	1	1	1
到现在还	8	8	8	6
到现在都	9	9	8	8
到现场	1	1	1	1
到的	27	27	15	14
到目前	1	1	1	1
到第一	1	1	1	1
到美国	1	1	1	1
到自己	1	1	1	1
到英国	1	1	1	1
到达	4	4	2	2
到过	3	3	3	3
到这	11	11	8	7
到这个	3	3	3	3
到这里	15	15	4	6
到附近	1	1	1	1
到香港	2	2	1	2
制	52	50	24	28
制作	221	215	113	106
制作了	11	11	7	8
制作人	706	687	125	119
制作公司	31	31	13	7
制作出	4	4	4	3
制作出来	4	4	4	4
制作团队	15	15	11	13
制作工	1	1	1	1
制作成	1	1	1	1
制作成本	118	117	48	59
制作方	8	8	8	4
制作的	115	115	61	48
制作组	1	1	1	1
制作者	1	1	1	1
制作而成	5	5	5	2
制品	9	9	7	7
制度	6	6	4	3
制成的	1	1	1	1
制片	651	615	148	62
制片人	496	492	107	96
制片方	15	15	12	8
制造	1	1	1	1
制高点	1	1	1	1
刷	9	9	9	2
刷一刷	4	4	4	2
刷刷	2	2	2	2
刷微博	1	1	1	1
券	28	17	6	10
刹	115	114	4	6
刺	4	4	3	3
刺客	1	1	1	1
刺杀	6	6	6	2
刺激	34	34	21	15
刺激的	19	19	11	12
刻	38	38	10	19
刻划	1	1	1	1
刻字	1	1	1	1
刻画	5	5	5	4
刻的	6	6	3	6
刻苦	2	2	2	2
刻骨铭心	1	1	1	1
削	1	1	1	1
前	248	241	61	72
前一	2	2	2	1
前一阵	3	3	3	3
前三	1	1	1	1
前不久	3	3	3	3
前世	1	1	1	1
前世今生	1	1	1	1
前世界	1	1	1	1
前两天	3	3	3	3
前五	1	1	1	1
前些天	3	3	1	1
前些年	3	3	3	3
前些日子	3	3	3	3
前任	4	4	3	2
前传	3	3	1	3
前几	1	1	1	1
前几天	9	9	9	8
前几天去	1	1	1	1
前几天我	4	4	2	4
前几年	8	8	7	7
前列	2	2	1	1
前前后后	1	1	1	1
前十	2	2	1	1
前十名	5	5	2	3
前卫	16	15	11	8
前去	3	3	2	3
前后	7	7	6	6
前四	1	1	1	1
前夕	1	1	1	1
前天	3	3	2	3
前夫	3	3	2	3
前头	1	1	1	1
前女友	1	1	1	1
前妻	2	2	2	2
前开	1	1	1	1
前往	7	7	7	7
前往美国	2	2	2	2
前排	1	1	1	1
前无古人	1	1	1	1
前有	5	5	3	3
前期	1	1	1	1
前来	16	16	8	8
前段	2	2	2	2
前段时间	20	20	12	12
前的	14	14	9	9
前美国	1	1	1	1
前者	1	1	1	1
前行	2	2	2	2
前身	20	20	14	10
前辈	4	4	4	4
前途	21	21	13	11
前门	143	141	43	9
前面	1	1	1	1
前面有	1	1	1	1
前面的	1	1	1	1
剑	9	9	6	7
剑桥	6	6	5	4
剑桥大学	3	3	3	3
剖析	1	1	1	1
剧	175	168	79	90
剧中	26	26	10	8
剧作	12	12	12	4
剧团	6	6	5	5
剧场	59	49	25	26
剧场版	2	1	2	2
剧增	1	1	1	1
剧情	319	317	116	118
剧情片	149	147	51	68
剧本	153	149	27	32
剧目	13	10	7	9
剧组	2	2	2	2
剧透	2	2	2	1
剧里	1	1	1	1
剧院	50	50	22	25
剧集	34	30	10	11
剩	1	1	1	1
剩下	8	8	7	6
剩下的	4	4	4	4
剩的	1	1	1	1
剪	9	9	3	2
剪刀	9	9	8	1
剪切	1	1	1	1
剪纸	4	4	1	1
剪辑	26	26	12	11
副	9	9	2	2
副主席	4	4	3	3
副厂	1	1	1	1
副导演	1	1	1	1
副局长	1	1	1	1
副总统	2	2	1	2
劈	3	2	3	3
力	183	163	23	29
力图	1	1	1	1
力度	2	2	2	2
力推	1	1	1	1
力量	8	8	6	8
劝	2	2	2	2
劝说	1	1	1	1
办	4	4	3	4
办了	3	3	3	3
办事处	5	5	3	3
办公	10	10	6	5
办公室	3	3	2	3
办学	3	3	2	2
办完	1	1	1	1
办案	1	1	1	1
办理	3	3	1	2
办的	5	5	4	4
功	10	10	8	8
功不可没	2	2	2	2
功力	3	3	1	2
功劳	14	14	5	5
功夫	18	18	13	14
功夫熊猫	1	1	1	1
功底	20	20	14	16
功成名就	1	1	1	1
功绩	1	1	1	1
功能	10	10	9	7
功臣	5	5	2	2
功课	20	20	13	9
加	148	145	75	48
加一个	3	3	2	2
加一起	3	3	3	3
加上	18	18	7	16
加了	1	1	1	1
加了个	1	1	1	1
加入	22	22	10	13
加入了	4	4	4	4
加入到	1	1	1	1
加分	11	11	9	6
加利福尼	80	80	20	2
加剧	8	8	7	1
加咖啡	1	1	1	1
加在	1	1	1	1
加在一起	1	1	1	1
加大了	1	1	1	1
加州	54	54	16	16
加州大学	16	16	4	8
加工	9	7	6	6
加布	9	9	7	1
加拿大	87	87	43	49
加拿大人	11	11	6	7
加的	1	1	1	1
加盟	5	5	4	5
加纳	12	12	2	8
加群	1	1	1	1
加菲	12	12	1	1
加装	1	1	1	1
加里	13	13	11	5
加长	6	5	4	1
务	20	18	5	5
务正业	1	1	1	1
动	6	6	6	5
动乱	1	1	1	1
动了	2	2	2	2
动人	1	1	1	1
动作	121	116	47	35
动作片	48	48	26	25
动作电影	10	10	7	5
动力	5	5	5	3
动听	6	6	6	4
动员	19	19	2	10
动心	1	1	1	1
动态	5	5	2	1
动感	20	20	5	4
动植物	5	5	4	3
动漫	23	23	21	18
动漫的	3	3	2	3
动物	88	78	39	38
动物们	2	2	2	2
动物园	51	48	12	29
动物城	18	18	1	15
动物的	9	9	5	6
动画	283	272	97	104
动画作品	4	4	2	2
动画公司	4	4	3	4
动画制作	4	4	4	4
动画师	15	15	11	9
动画效果	1	1	1	1
动画片	110	109	53	54
动画电影	130	128	46	57
动起来	5	5	2	2
动静	1	1	1	1
助	3	3	3	3
助手	2	2	2	2
助推	1	1	1	1
助演	2	2	2	2
助理教授	1	1	1	1
努	19	19	9	14
努力	15	14	14	10
努力也	1	1	1	1
努力了	3	3	3	3
努力奋斗	2	2	2	2
努力是	1	1	1	1
努力的	4	4	4	4
努力的人	1	1	1	1
努努	1	1	1	1
劫	4	4	3	3
劫持	1	1	1	1
励	1	1	1	1
励志	35	35	23	18
劲	12	12	6	5
劲儿	1	1	1	1
劲歌金曲	25	24	5	7
劲爆	26	25	12	11
劳	53	53	23	19
劳伦斯	18	18	13	4
劳动	3	3	2	2
劳动人民	3	3	1	1
劳模	3	3	3	3
势	9	9	5	5
势力	3	3	1	1
势头	2	2	2	2
勃	8	8	5	4
勇	38	38	20	13
勇士	11	11	9	9
勇敢	6	6	5	6
勇敢的	10	10	8	2
勇气	15	15	13	12
勇者	6	6	5	3
勉	2	2	2	2
勋	23	23	7	12
勋章	17	14	11	7
勒	169	166	26	58
勒夫	1	1	1	1
勤	10	10	3	6
勾	8	8	3	3
勾起	1	1	1	1
匀	1	1	1	1
匀称	3	3	3	1
包	43	38	20	6
包办	4	4	4	2
包含	63	63	15	16
包含了	5	5	3	3
包含在	43	43	7	13
包场	1	1	1	1
包头	3	3	1	2
包容	2	2	2	2
包括	45	43	26	33
包括了	1	1	1	1
包括我	1	1	1	1
包括英	1	1	1	1
包揽	5	5	5	1
包装	6	6	3	3
匆匆	1	1	1	1
匆忙	1	1	1	1
匈奴	3	3	1	1
匈牙利	2	2	2	2
化	39	38	16	18
化了	1	1	1	1
化妆	10	10	1	4
化妆品	1	1	1	1
化学	1	1	1	1
化石	12	9	7	7
化解	1	1	1	1
化身	2	2	2	2
北	690	602	106	96
北三	5	5	2	2
北上	5	5	3	1
北京	830	795	197	215
北京人	33	32	16	15
北京卫视	1	1	1	1
北京地区	12	12	7	5
北京城	20	20	11	9
北京大学	66	63	37	42
北京市	781	777	55	49
北京市东	136	136	16	3
北京市的	7	6	3	4
北京有	6	6	6	5
北京的	119	112	23	20
北侧	35	35	11	18
北区	3	3	2	3
北卡罗	2	2	2	1
北卡罗来	1	1	1	1
北周	1	1	1	1
北国	2	2	2	2
北堂	5	5	2	5
北大	19	19	12	13
北宋	3	3	2	1
北影	1	1	1	1
北斗	1	1	1	1
北方	18	18	11	9
北方人	5	5	5	2
北方的	4	4	2	2
北极	4	4	3	2
北林	2	2	1	1
北汽	11	11	9	1
北海	33	33	14	2
北海道	8	8	6	4
北美	25	25	19	10
北航	1	1	1	1
北边	3	3	2	1
北部	17	17	8	11
北部的	2	2	2	2
北门	3	3	3	3
北非	2	2	2	1
北面	3	3	1	1
匠	1	1	1	1
匡	1	1	1	1
匪	5	5	1	3
匹	10	10	7	4
区	2317	2217	112	413
区位	12	12	2	2
区内	38	38	6	17
区分	2	2	2	2
区别	1	1	1	1
区别对待	1	1	1	1
区区	1	1	1	1
区县	2	2	1	1
区域	60	60	15	25
区域的	1	1	1	1
区属	1	1	1	1
区文化	1	1	1	1
区间	2	2	1	1
医	6	4	6	6
医学	1	1	1	1
医师	3	3	2	1
医生	7	7	3	4
医疗	2	2	1	1
医院	1	1	1	1
匾	17	16	7	5
十	152	124	53	9
十一	13	13	9	4
十一月	3	3	2	1
十七	8	8	7	3
十七岁	4	4	2	3
十万	12	12	9	3
十三	100	100	24	7
十三年	1	1	1	1
十个	2	2	1	1
十九	6	6	2	2
十九世纪	1	1	1	1
十九年	1	1	1	1
十二	18	18	13	7
十二月	1	1	1	1
十五	51	50	15	7
十五岁	2	2	2	2
十五年	4	4	3	3
十佳	12	12	6	5
十八	24	22	4	2
十八岁	7	7	5	4
十八年	5	5	2	3
十六	7	7	5	3
十六岁	5	5	2	2
十六年	1	1	1	1
十几	3	3	3	3
十几岁	9	9	5	5
十几年	9	9	7	4
十几年了	4	4	4	4
十几年前	12	12	9	4
十分	65	65	36	28
十分丰富	1	1	1	1
十分优秀	1	1	1	1
十分好	2	2	2	1
十分感谢	5	5	4	2
十分方便	3	3	1	1
十分清	2	2	2	2
十分的	2	2	2	2
十号	3	3	1	1
十四	3	3	2	3
十四岁	2	2	2	2
十四年	2	2	2	2
十多个	1	1	1	1
十多年	3	3	3	3
十多年了	4	4	4	2
十多年前	1	1	1	1
十大	280	265	52	40
十字	2	2	2	2
十字路口	2	2	1	1
十岁	2	2	2	2
十年	35	35	17	13
十年了	5	5	5	5
十年前	5	5	5	4
十月	3	3	3	3
十来	6	6	6	5
十米	4	4	2	2
十足	20	20	12	7
十遍	1	1	1	1
十里	3	3	1	1
十项	2	2	2	2
千	79	76	35	17
千万	3	3	3	2
千万别	5	5	5	4
千与千寻	17	17	12	13
千亩	4	4	2	2
千代	2	2	2	1
千件	1	1	1	1
千佛	10	9	7	1
千克	2	2	2	2
千千万万	1	1	1	1
千叶	6	6	3	2
千多	2	2	1	1
千寻	1	1	1	1
千年	30	27	15	11
千百年来	1	1	1	1
千禧	1	1	1	1
千禧年	2	2	2	1
千秋	3	3	3	1
千米	3	3	2	2
千言万语	1	1	1	1
千金	3	3	1	1
升	82	80	23	10
升级改造	3	3	2	2
升起	4	4	2	2
升高	1	1	1	1
午	17	16	13	4
午后	2	2	1	2
午夜	26	26	10	7
午饭	1	1	1	1
午饭时	1	1	1	1
卉	5	5	1	2
半	32	31	10	7
半个	8	8	6	4
半个小时	8	8	8	7
半价	51	46	9	16
半兽人	1	1	1	1
半夜	11	11	1	3
半天	25	25	16	15
半天的	3	3	3	2
半小时	69	40	5	11
半山腰	3	3	3	1
半岛	2	2	2	2
半年	1	1	1	1
半年时间	1	1	1	1
半年的	1	1	1	1
半斤八两	1	1	1	1
半路出家	2	2	2	2
半辈子	1	1	1	1
半边	1	1	1	1
半部	29	29	2	2
华	449	426	122	127
华丽的	11	11	7	2
华人	42	42	10	10
华创	1	1	1	1
华北	21	21	9	4
华夏	11	11	7	4
华大	3	3	1	1
华尔街	3	3	3	1
华府	1	1	1	1
华日	1	1	1	1
华民	2	2	1	1
华盛顿	8	8	5	7
华纳	159	150	48	26
华裔	18	17	6	8
华语	270	249	57	29
华语乐坛	12	12	9	6
华语电影	30	30	6	5
华语音乐	62	62	18	3
华谊	21	21	11	3
协	183	176	27	11
协作	5	5	3	2
协助	1	1	1	1
协同	2	2	2	2
协商	1	1	1	1
协奏曲	5	3	2	2
卑	3	3	2	2
卑南	6	6	3	2
卑鄙	1	1	1	1
卓	44	39	13	14
卓越	2	2	2	2
卓越的	2	2	2	2
单	7	7	6	6
单人	28	13	7	5
单位	16	16	11	9
单体	6	6	1	1
单元	34	34	6	13
单单	5	5	5	5
单单是	2	2	2	2
单就	1	1	1	1
单张	4	4	1	1
单曲	114	114	42	45
单曲循环	1	1	1	1
单板	1	1	1	1
单独	17	17	9	10
单看	1	1	1	1
单程	3	3	2	2
单纯	1	1	1	1
单纯的	6	6	5	4
单行本	1	1	1	1
单说	3	3	2	3
单调	1	1	1	1
单身	4	4	3	2
单身男	2	2	1	1
单车	7	7	5	6
单靠	1	1	1	1
单飞	2	2	2	2
卖	83	83	25	12
卖了	5	5	5	5
卖出去	1	1	1	1
卖到	2	2	1	1
卖力	2	2	2	2
卖的	11	11	8	9
卖的是	1	1	1	1
卖钱	1	1	1	1
南	313	311	81	76
南下	2	2	1	1
南丫	3	3	1	1
南京	18	15	8	11
南侧	13	13	9	9
南农	3	3	1	1
南北	13	13	10	11
南北战争	2	2	1	2
南卡	2	2	1	1
南国	3	3	3	2
南大	46	46	5	1
南宫	13	12	10	5
南山	2	2	2	2
南广	1	1	1	1
南方	7	7	5	3
南方人	1	1	1	1
南方向	2	2	1	1
南无	2	2	2	1
南洋	1	1	1	1
南海	19	17	16	2
南湖	1	1	1	1
南美	2	2	2	2
南美洲	1	1	1	1
南部	2	2	2	1
南部的	1	1	1	1
南锣	255	255	61	2
南门	10	10	3	6
南非	12	12	7	8
南面	2	2	1	1
博	143	133	30	21
博主	1	1	1	1
博士	12	12	3	9
博士学位	3	3	1	3
博士生	1	1	1	1
博大精深	1	1	1	1
博弈论	1	1	1	1
博彩	3	3	1	1
博物馆	597	549	115	181
博物馆和	17	17	8	8
博物馆里	2	2	2	2
博雅	2	2	2	1
卜	37	37	2	2
占	6	6	5	5
占地	29	29	20	11
占地面积	25	25	17	11
占多数	1	1	1	1
占据	1	1	1	1
占据了	2	2	2	1
占用	11	11	4	3
占领	4	4	2	2
卡	298	278	94	59
卡丁车	5	5	2	1
卡位	1	1	1	1
卡哇伊	1	1	1	1
卡夫	1	1	1	1
卡拉	2	2	2	2
卡普	51	51	4	17
卡的	1	1	1	1
卡西	9	9	7	2
卡通	31	29	13	10
卡里	3	3	2	2
卡门	3	3	1	3
卢	71	70	36	20
卢克	5	5	5	2
卢卡斯	9	9	8	3
卢比	3	3	1	2
卢沟	23	22	15	3
卧	10	8	6	3
卧佛	28	27	11	2
卧虎藏龙	10	10	6	6
卧龙	15	15	9	2
卫	56	56	7	33
卫星	13	12	2	1
卫生	3	3	2	2
卫视	4	2	2	3
印	9	9	9	5
印刷	11	9	6	5
印度	83	80	47	44
印度人	14	14	11	8
印度电影	10	10	5	4
印第安	2	2	2	1
印记	2	2	2	2
印象	99	99	53	52
印象不深	3	3	3	3
印象不错	1	1	1	1
印象中	1	1	1	1
印象了	21	21	13	15
印象很深	12	12	11	6
印象最深	18	18	15	5
印象深刻	16	16	16	8
印象里	3	3	2	3
危	9	9	5	7
危机	4	4	3	4
危险	13	13	7	8
即	21	21	11	9
即为	2	2	1	1
即使	2	2	2	2
即使这样	1	1	1	1
即便	1	1	1	1
即可	8	8	6	3
即在	1	1	1	1
即将	1	1	1	1
即将到来	1	1	1	1
即是	18	18	14	7
却	18	18	16	16
却不	1	1	1	1
却不是	1	1	1	1
却丝毫	1	1	1	1
却也	1	1	1	1
却仍	1	1	1	1
却从	1	1	1	1
却又	2	2	2	2
却因	3	3	3	3
却在	1	1	1	1
却将	2	2	1	1
却很	7	7	5	5
却无法	1	1	1	1
却是	5	5	4	4
却有	1	1	1	1
却突然	1	1	1	1
却让	1	1	1	1
卵	1	1	1	1
卷	32	30	7	18
卷入	3	3	3	3
卷帘	1	1	1	1
卿	8	8	3	6
厂	93	88	19	45
厂子	12	12	8	10
厂家	1	1	1	1
厂牌	4	4	2	2
厂长	10	10	9	7
厄	8	8	4	3
厅	53	38	30	33
历	24	23	13	16
历代	15	12	9	6
历任	2	2	2	2
历历在目	2	2	1	2
历史	125	124	69	61
历史上	25	25	14	8
历史上最	3	3	2	1
历史事件	1	1	1	1
历史发展	8	8	3	3
历史学家	1	1	1	1
历史悠久	24	24	18	11
历史故事	1	1	1	1
历史文	1	1	1	1
历史文化	26	26	5	5
历史时期	1	1	1	1
历史的	24	24	17	15
历史观	5	5	2	1
历史进程	28	28	1	1
历史长河	1	1	1	1
历年	1	1	1	1
历时	4	4	4	3
历朝	1	1	1	1
历程	10	10	8	7
历经	35	35	12	8
历险	5	5	3	2
厉	1	1	1	1
厉害	346	343	108	110
厉害了	77	77	27	39
厉害的	54	54	29	33
压	1	1	1	1
压力太大	1	1	1	1
压缩	1	1	1	1
厌倦	3	3	2	2
厌恶	3	3	1	1
厌烦	3	3	3	3
厘	8	8	1	1
厘米	22	22	10	12
厘米的	4	4	4	3
厚	21	21	5	8
厚望	1	1	1	1
厚重	1	1	1	1
原	71	68	43	39
原乡	2	2	2	1
原作	8	8	6	6
原作者	2	2	2	2
原先	3	3	3	3
原创	174	171	20	16
原名	46	46	23	16
原味	10	10	8	2
原唱	265	262	53	43
原因	25	25	17	17
原因之一	2	2	1	2
原因吧	2	2	2	2
原因就是	1	1	1	1
原因是	2	2	2	2
原型	1	1	1	1
原声	8	8	8	8
原始	16	15	11	6
原始人	6	6	2	5
原始的	1	1	1	1
原始社会	2	2	1	1
原子	1	1	1	1
原定	2	2	2	1
原料	2	2	1	1
原是	12	12	9	6
原有	3	3	3	3
原本	3	3	3	3
原本在	1	1	1	1
原本是	2	2	2	1
原来	73	73	33	49
原来不是	1	1	1	1
原来在	3	3	3	2
原来如此	13	13	3	10
原来我们	1	1	1	1
原来是	90	90	25	51
原来是这	56	56	8	7
原来的	2	2	2	2
原来还	6	6	5	4
原来这	1	1	1	1
原样	1	1	1	1
原案	1	1	1	1
原版	4	4	4	4
原版的	1	1	1	1
原理是	1	1	1	1
原生态	4	4	4	4
原研	1	1	1	1
原著	15	15	11	11
原谅我	6	6	6	2
原貌	2	2	2	2
厢	7	7	1	6
厦	10	10	1	5
厦门	2	2	1	1
厨	4	4	1	1
厨房	1	1	1	1
去	540	535	269	200
去一下	5	5	4	5
去一个	1	1	1	1
去一次	2	2	2	2
去一趟	5	5	4	5
去上	2	2	2	2
去不了	1	1	1	1
去世	87	87	28	35
去世了	30	30	10	10
去世后	1	1	1	1
去个	2	2	2	2
去中国	1	1	1	1
去之前	5	5	4	5
去也	1	1	1	1
去了	81	81	50	67
去了解	3	3	3	2
去任	1	1	1	1
去做	2	2	2	2
去到	1	1	1	1
去劝	1	1	1	1
去北京	15	15	11	13
去参加	2	2	1	1
去吃	2	2	2	2
去吃了	1	1	1	1
去吃过	1	1	1	1
去吗	4	4	4	1
去吧	23	21	10	11
去听	9	9	7	6
去哪	37	37	19	10
去哪儿	2	2	2	2
去哪里	2	2	2	2
去啊	13	13	11	5
去处	61	61	10	10
去学习	1	1	1	1
去尝尝	2	2	2	2
去年	8	8	6	8
去当	1	1	1	1
去感受	2	2	2	1
去执行	1	1	1	1
去找	5	5	5	3
去换	1	1	1	1
去搜	2	2	2	2
去旁边	2	2	2	1
去旅游	6	6	6	6
去查	3	3	2	3
去死	3	3	1	3
去比较	4	4	4	3
去求	1	1	1	1
去洗	2	2	2	1
去玩	62	62	48	22
去电影院	15	15	9	5
去的	90	90	69	48
去的地方	2	2	2	2
去的时候	6	6	4	4
去看	49	49	34	25
去看一下	2	2	2	1
去看一看	1	1	1	1
去看了	11	11	9	3
去看看	192	192	109	65
去看过	3	3	2	3
去练	6	6	6	1
去网上	4	4	4	3
去翻	1	1	1	1
去试试	1	1	1	1
去试试看	1	1	1	1
去趟	3	3	3	3
去过	641	627	103	183
去过一次	6	6	6	6
去过几次	1	1	1	1
去还是	1	1	1	1
去这里	48	48	26	23
去追	3	3	3	3
去逛	4	4	3	2
去那里	19	19	18	11
去里面	1	1	1	1
去重	1	1	1	1
去附近	11	11	9	5
去香港	1	1	1	1
县	311	310	42	85
县公	1	1	1	1
县城	25	25	6	6
县城的	1	1	1	1
县境内	1	1	1	1
县级	1	1	1	1
县道	3	3	1	1
参	6	6	6	5
参与	53	53	35	26
参与了	18	18	9	12
参与国	2	2	1	1
参与的	1	1	1	1
参与过	9	9	9	5
参加	47	47	22	23
参加了	2	2	2	2
参加工作	1	1	1	1
参加的	1	1	1	1
参加过	10	10	8	8
参展	2	2	1	1
参演	80	80	52	34
参考	4	4	3	3
参考一下	1	1	1	1
参见	3	3	2	1
参观	408	390	128	114
参赛	1	1	1	1
又	108	105	76	63
又一	10	10	6	7
又一次	2	2	2	2
又不	8	8	8	8
又不会	1	1	1	1
又不失	1	1	1	1
又不是	1	1	1	1
又不知道	2	2	2	1
又不能	2	2	2	2
又以	1	1	1	1
又便宜	1	1	1	1
又做了	1	1	1	1
又再次	1	1	1	1
又出了	1	1	1	1
又到	2	2	2	2
又到了	1	1	1	1
又去	4	4	4	3
又去了	2	2	2	2
又叫	46	46	19	16
又可以	1	1	1	1
又回来了	1	1	1	1
又在	3	3	3	3
又多了	2	2	2	2
又好	8	8	6	8
又如何	3	3	1	3
又实惠	1	1	1	1
又少	3	3	3	1
又很	2	2	2	2
又想	5	5	4	5
又把	2	2	2	2
又是	52	43	25	30
又是一个	2	2	2	2
又是个	1	1	1	1
又是谁	1	1	1	1
又有	15	15	11	11
又有点	1	1	1	1
又来	1	1	1	1
又给	1	1	1	1
又能	2	2	2	2
又被	7	7	7	5
又要	1	1	1	1
又见到	2	2	2	2
又让	4	4	4	4
又说	1	1	1	1
又都是	1	1	1	1
又重新	1	1	1	1
又问	1	1	1	1
又高	4	4	4	3
叉	1	1	1	1
及	216	210	111	115
及以上	7	7	3	3
及其	14	14	7	7
及第	1	1	1	1
友	27	27	10	19
友人	4	4	2	2
友好	1	1	1	1
友情	6	6	3	3
友谊	4	4	3	3
双	148	147	68	29
双一流	1	1	1	1
双人	6	6	3	2
双剑	1	1	1	1
双塔	7	7	2	1
双子	44	44	14	3
双子星	1	1	1	1
双学位	1	1	1	1
双层	2	2	1	1
双年	2	2	1	1
双方	2	1	2	2
双眼	1	1	1	1
双胞胎	2	2	2	1
双色	1	1	1	1
双语	1	1	1	1
双赢	1	1	1	1
双重	7	7	6	3
双雄	9	9	4	8
双面	8	8	7	1
反	9	9	3	3
反串	5	5	1	1
反倒	2	2	2	2
反击	3	3	1	1
反响	58	58	30	33
反复	1	1	1	1
反射	4	2	2	2
反应	2	2	2	2
反攻	1	1	1	1
反映	4	4	3	3
反映了	1	1	1	1
反映出	2	2	2	1
反正	25	25	12	23
反正不	3	3	1	2
反正也	3	3	3	3
反正你	1	1	1	1
反正我	6	6	5	6
反正是	4	4	4	4
反正都是	1	1	1	1
反派	5	4	3	3
反过来	1	1	1	1
反面	1	1	1	1
反馈	4	4	4	4
发	64	64	29	47
发不	1	1	1	1
发了	7	7	4	3
发出的	1	1	1	1
发动	2	2	1	1
发动机	1	1	1	1
发哥	13	13	10	11
发售	1	1	1	1
发型	8	8	3	5
发展	50	49	31	29
发展下去	1	1	1	1
发展中	1	1	1	1
发展为	2	2	1	1
发展了	2	2	2	2
发展出	1	1	1	1
发展到	1	1	1	1
发展史	1	1	1	1
发展情况	1	1	1	1
发展成为	3	3	2	2
发展战略	1	1	1	1
发展的	33	33	25	21
发展空间	10	10	4	3
发展趋势	1	1	1	1
发布	7	6	6	6
发布了	1	1	1	1
发布时间	1	1	1	1
发布的	7	7	4	5
发挥	1	1	1	1
发挥的	1	1	1	1
